Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Approved LMIAs,Approved Positions,NOC Code
Ontario,Permanent Resident Only,Tri-Clean Building Services Inc,"Mississauga,  ON L5R 1A9",Accounting technicians and bookkeepers,Unknown,1,1,1311
Ontario,Permanent Resident Only,Trinity Tech Inc.,"Etobicoke,  ON M9W 5Z8",Industrial engineering and manufacturing technologists and technicians,Unknown,1,1,2233
Ontario,Permanent Resident Only,Trio Fertility Inc,"Toronto,  ON M5G 2K4",Biological technologists and technicians,Unknown,1,1,2221
Ontario,Permanent Resident Only,Tutorocean Inc.,"Ottawa,  ON K2K 3B8",Information systems testing technicians,Unknown,1,1,2283
Ontario,Permanent Resident Only,U.B. Restaurants Inc.,"West Toronto,  ON M6A 1A1",Cooks,Unknown,1,1,6322
Ontario,Permanent Resident Only,U.B. Restaurants Inc.,"West Toronto,  ON M6A 1A1",Bakers,Unknown,1,1,6332
Ontario,Permanent Resident Only,Upper James Hotels Inc,"Hamilton,  ON L9C 3B2","Accommodation, travel, tourism and related services supervisors",Unknown,1,1,6313
Ontario,Permanent Resident Only,V4U Logistic Inc.,"Brampton,  ON L6W 3H7",Administrative assistants,Unknown,1,1,1241
Ontario,Permanent Resident Only,Va Consultancy Inc,"Etobicoke,  ON M9W 6N5",Administrative officers,Unknown,1,2,1221
Ontario,Permanent Resident Only,Value Mobile,"Vaughan,  ON L4L 8A3",Retail and wholesale trade managers,Unknown,1,1,0621
Ontario,Permanent Resident Only,Value Mobile,"Vaughan,  ON L4L 8A3",Retail sales supervisors,Unknown,2,2,6211
Ontario,Permanent Resident Only,Via Allegro Ristorante 2873498 Ontario Inc.,"Toronto,  ON M9B 6H7",Bakers,Unknown,1,1,6332
Ontario,Permanent Resident Only,Victor Enterprises Direct Ltd,"Scarborough,  ON M1E 2P1",Food service supervisors,Unknown,1,1,6311
Ontario,Permanent Resident Only,Victoria Education Centre Inc,"Richmond Hill,  ON L4B 3Y3",Early childhood educators and assistants,Unknown,1,1,4214
Ontario,Permanent Resident Only,Vinyl Fence Forever Ltd.,"North York,  ON M3J 3C1","Senior managers - construction, transportation, production and utilities",Unknown,1,1,0016
Ontario,Permanent Resident Only,Vouge Enterprises Ltd.,"Milton,  ON L9E 0Z5",Accounting technicians and bookkeepers,Unknown,1,1,1311
Ontario,Permanent Resident Only,Voysus Connection Expert Inc.,"Scarborough,  ON M1B 5P8",Technical sales specialists - wholesale trade,Unknown,1,1,6221
Ontario,Permanent Resident Only,Vrajil Inc.,"Kitchener,  ON N2K 1L8",Food service supervisors,Unknown,1,1,6311
Ontario,Permanent Resident Only,Vstack.Dev It Management Inc.,"Toronto,  ON M2J 1L4",Financial and investment analysts,Unknown,1,1,1112
Ontario,Permanent Resident Only,Warraich Meat Shop Inc.,"Brampton,  ON L6R 1T4","Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,1,6331
Ontario,Permanent Resident Only,Wealth Cloud Accounting Professional Corp,"Brampton,  ON L6S 0E1",Accounting technicians and bookkeepers,Unknown,1,1,1311
Ontario,Permanent Resident Only,Webley Express Inc.,"Woodbridge,  ON L4H 0L1","Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1,1215
Ontario,Permanent Resident Only,Wenhamco Ltd,"Hamilton,  ON L8E 2X3",Food service supervisors,Unknown,1,1,6311
Ontario,Permanent Resident Only,West End Radiological Laboratories Ltd,"Toronto,  ON M6S 4W4","Senior managers - health, education, social and community services and membership organizations",Unknown,1,1,0014
Ontario,Permanent Resident Only,Weston Management,"Etobicoke,  ON M9W 1R6",Retail sales supervisors,Unknown,1,2,6211
Ontario,Permanent Resident Only,Windsor Tennis Management Inc.,"Windsor,  ON N9G 3C3",Coaches,Unknown,1,1,5252
Ontario,Permanent Resident Only,Wisdek Corp.,"Richmond Hill,  ON L4B 3K8",Web designers and developers,Unknown,1,1,2175
Ontario,Permanent Resident Only,Yes Study Education Group Inc.,"Toronto,  ON M2N 6C6",Administrative assistants,Unknown,1,1,1241
Ontario,Permanent Resident Only,Your Immigration Company - Yic Inc.,"Mississauga,  ON L5S 1V6",Other business services managers,Unknown,1,1,0125
Ontario,Permanent Resident Only,Zonas Canada Inc.,"Waterloo,  ON N2V 2E5","Supervisors, food, beverage and associated products processing",Unknown,1,1,9213
Ontario,Primary Agriculture,1000400794,"North Gower,  ON K0A 2T0",General farm workers,Unknown,4,22,8431
Ontario,Primary Agriculture,1000597948 Ontario Limited,"Staples,  ON N0P 2J0",General farm workers,Unknown,1,6,8431
Ontario,Primary Agriculture,1013022Oninc,"Dunnville,  ON N1A 2W2",General farm workers,Unknown,1,7,8431
Ontario,Primary Agriculture,1059066 Ontario Inc.,"Windham Centre,  ON N0E 2A0",General farm workers,Unknown,2,59,8431
Ontario,Primary Agriculture,10642924 Canada Corp.,"Halton Hills,  ON L9T 2X9",General farm workers,Unknown,1,5,8431
Ontario,Primary Agriculture,1095713 Ontario Ltd,"Dover Centre,  ON N0P 1L0",General farm workers,Unknown,1,1,8431
Ontario,Primary Agriculture,1118171 Ontario Ltd.,"Wallaceburg Ontario,  ON N8A 4K9",General farm workers,Unknown,1,17,8431
Ontario,Primary Agriculture,11748254 Canada Inc.,"Freelton,  ON L8B 1H5",Nursery and greenhouse workers,Unknown,1,4,8432
Ontario,Primary Agriculture,1244891 Ontario Limited,"King,  ON L7B 0L7",General farm workers,Unknown,1,2,8431
Ontario,Primary Agriculture,1266094 Ontario Ltd,"Ruthven,  ON N0P 2G0","Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1,8252
Ontario,Primary Agriculture,1266094 Ontario Ltd,"Ruthven,  ON N0P 2G0",General farm workers,Unknown,3,4,8431
Ontario,Primary Agriculture,1269461 Ontario Inc,"Newcastle,  ON L1B 0P4",General farm workers,Unknown,1,6,8431
Ontario,Primary Agriculture,1329606 Ontario Limited,"Leamington,  ON N8H 3V5",General farm workers,Unknown,1,2,8431
Ontario,Primary Agriculture,1375200 Ontario Inc.,"Kettleby,  ON L7B 0G6",General farm workers,Unknown,3,20,8431
Ontario,Primary Agriculture,1454409 Ontario Inc,"Leamington,  ON N8H 3V5",General farm workers,Unknown,1,1,8431
Ontario,Primary Agriculture,1454410 Ontario Inc,"Kingsville,  ON N9Y 2E6",General farm workers,Unknown,4,8,8431
Ontario,Primary Agriculture,1454411 Ontario Inc,"Staples,  ON N0P 2J0",General farm workers,Unknown,7,25,8431
Ontario,Primary Agriculture,1527136 Ontario Inc.,"Niagara-On-The-Lake,  ON L0S 1J0",General farm workers,Unknown,1,1,8431
Ontario,Primary Agriculture,15669481 Canada Inc,"Ottawa,  ON K0A 2P0",General farm workers,Unknown,1,4,8431
Ontario,Primary Agriculture,1573903 Ontario Inc.,"Dresden,  ON N0P 1M0",General farm workers,Unknown,1,2,8431
Ontario,Primary Agriculture,1596141 Ontario Inc.,"Walton,  ON N0K 1Z0","Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,3,8252
Ontario,Primary Agriculture,1650607 Ontario Ltd,"St. Catharines,  ON L2R 6P9",General farm workers,Unknown,3,5,8431
Ontario,Primary Agriculture,1758691 Ontario Inc,"Holland Landing,  ON L9N 1P6",General farm workers,Unknown,1,12,8431
Ontario,Primary Agriculture,1788140 Ontario Inc.,"Tillsonburg,  ON N4G 4G7",General farm workers,Unknown,2,31,8431
Ontario,Primary Agriculture,1795349 Ontario Inc,"Tillsonburg,  ON N4G 4G9",General farm workers,Unknown,1,6,8431
Ontario,Primary Agriculture,1801405 Ontario Inc,"Toronto,  ON M4S 2A8",General farm workers,Unknown,1,3,8431
Ontario,Primary Agriculture,1803593 Ontario Inc,"Aylmer,  ON N5H 2R4",General farm workers,Unknown,1,1,8431
Ontario,Primary Agriculture,1808278 Ontario Inc,"Kingsville,  ON N9Y 2E4",General farm workers,Unknown,1,24,8431
Ontario,Primary Agriculture,1810820 Ontario Ltd,"La Salette,  ON N0E 1H0",General farm workers,Unknown,3,14,8431
Ontario,Primary Agriculture,1815652 Ontario Ltd.,"Mt. Brydges,  ON N0L 1W0",General farm workers,Unknown,2,10,8431
Ontario,Primary Agriculture,1863406 Ontario Inc.,"Beamsville,  ON L0R 1B0",Nursery and greenhouse workers,Unknown,1,4,8432
Ontario,Primary Agriculture,1880417 Ontario Inc,"Elgin,  ON K0G 1E0","Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1,8252
Ontario,Primary Agriculture,2190140 Ontario Inc.,"New Hamburg,  ON N3A 2H1","Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,4,8252
Ontario,Primary Agriculture,2204054 Ontario Inc.,"Brantford,  ON N3T 5L5",General farm workers,Unknown,2,20,8431
Ontario,Primary Agriculture,2206388 Ont Ltd,"Simcoe,  ON N3Y 4K1",General farm workers,Unknown,1,20,8431
Ontario,Primary Agriculture,2225551 Ontario Limited,"Lasalette,  ON N0E 1H0",General farm workers,Unknown,1,5,8431
Ontario,Primary Agriculture,2226550 Ontario Inc.,"La Salette,  ON N0E 1H0",General farm workers,Unknown,1,6,8431
Ontario,Primary Agriculture,2232139 Ontario Limited,"Scotland,  ON N0E 1R0",General farm workers,Unknown,2,17,8431
Ontario,Primary Agriculture,2232240 Ontario Inc.,"Delhi,  ON N4B 2W4",General farm workers,Unknown,1,5,8431
Ontario,Primary Agriculture,2234530 Ont Ltd.,"St. Williams,  ON N0E 1P0",General farm workers,Unknown,1,6,8431
Ontario,Primary Agriculture,2249222 Ontario Inc,"Langton,  ON N0E 1G0",General farm workers,Unknown,2,4,8431
Ontario,Primary Agriculture,2252045 Ontario Ltd,"Burford,  ON N0E 1A0",General farm workers,Unknown,1,5,8431
Ontario,Primary Agriculture,2258324 Ontario Ltd.,"Fenwick,  ON L0S 1C0",General farm workers,Unknown,1,8,8431
Ontario,Primary Agriculture,2265530 Ontario Ltd,"Simcoe,  ON N3Y 4K1",General farm workers,Unknown,1,9,8431
Ontario,Primary Agriculture,2281354 Ont Ltd,"Vanessa,  ON N0E 1V0",General farm workers,Unknown,2,14,8431
Ontario,Primary Agriculture,2317945 Ontario Inc.,"Madoc,  ON K0K 2K0",General farm workers,Unknown,1,20,8431
Ontario,Primary Agriculture,2333281 Ontario Ltd,"Chatham,  ON N7M 0R4",General farm workers,Unknown,2,5,8431
Ontario,Primary Agriculture,24 South Inc.,"Burford,  ON N0E 1A0",General farm workers,Unknown,2,17,8431
Ontario,Primary Agriculture,2435675 Ontario Inc,"Niagara On The Lake,  ON L0S 1J0","Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,2,8252
Ontario,Primary Agriculture,2435675 Ontario Inc,"Niagara On The Lake,  ON L0S 1J0",General farm workers,Unknown,1,6,8431
Ontario,Primary Agriculture,2460265 Ontario Inc,"Mulmur,  ON L9V 0R5",General farm workers,Unknown,1,4,8431
Ontario,Primary Agriculture,2492309 Ontario Limited,"Leamington,  ON N8H 3V8",General farm workers,Unknown,1,20,8431
Ontario,Primary Agriculture,2507626 Ontario Inc,"Niagara On The Lake,  ON L0S 1J0",General farm workers,Unknown,1,4,8431
Ontario,Primary Agriculture,2509635 Ontario Inc.,"Stirling,  ON K0K 3E0",General farm workers,Unknown,1,2,8431
Ontario,Primary Agriculture,2509861 Ontario Inc.,"Leamington,  ON N8H 4H3",General farm workers,Unknown,1,6,8431
Ontario,Primary Agriculture,2510254 Ontario Inc,"Brantford,  ON N3T 0G2",General farm workers,Unknown,1,12,8431
Ontario,Primary Agriculture,2553338 Ontario Inc.,"Martintown,  ON K0C 1S0",General farm workers,Unknown,1,1,8431
Ontario,Primary Agriculture,2595720 Ontario Limited,"Maberly,  ON K0H 2B0",General farm workers,Unknown,1,2,8431
Ontario,Primary Agriculture,2619559 Ontario Ltd,"London,  ON N5W 5L5","Contractors and supervisors, landscaping, grounds maintenance and horticulture services",Unknown,1,1,8255
Ontario,Primary Agriculture,2619559 Ontario Ltd,"London,  ON N5W 5L5",Nursery and greenhouse workers,Unknown,2,2,8432
Ontario,Primary Agriculture,2681029 Ontario Inc,"Simcoe,  ON N3Y 4K5",General farm workers,Unknown,2,18,8431
Ontario,Primary Agriculture,2682218 Ontario Limited,"Vanessa,  ON N0E 1V0",General farm workers,Unknown,1,7,8431
Ontario,Primary Agriculture,2735172 Ontario Ltd,"Amherstburg,  ON N9V 2Y9",Harvesting labourers,Unknown,1,2,8611
Ontario,Primary Agriculture,2744903 Ontario Inc,"Tillsonburg,  ON N4G 4G9",General farm workers,Unknown,1,12,8431
Ontario,Primary Agriculture,2745126 Ontario Inc.,"New Lowell,  ON L0M 1N0",Harvesting labourers,Unknown,1,4,8611
Ontario,Primary Agriculture,2762351 Ontario Inc.,"Campbellcroft,  ON L0A 1B0",General farm workers,Unknown,1,1,8431
Ontario,Primary Agriculture,2774604 Ontario Limited,"Rr# 1 Waterford,  ON N0E 1Y0",General farm workers,Unknown,1,10,8431
Ontario,Primary Agriculture,2804075 Ontario Inc,"Mississauga,  ON L4W 1W8",General farm workers,Unknown,2,4,8431
Ontario,Primary Agriculture,2820853 Ontario Inc.,"Leamington,  ON N8H 3V8",General farm workers,Corporation,2,48,8431
Ontario,Primary Agriculture,3-Man Farm Inc.,"Mississauga,  ON L5M 0E1",General farm workers,Unknown,1,18,8431
Ontario,Primary Agriculture,473355 Ontario Limited,"Niagara-On-The-Lake,  ON L0S 1J0",General farm workers,Unknown,1,10,8431
Ontario,Primary Agriculture,4Th Gen. Duwyn Farms Inc.,"Lasalette,  ON N0E 1H0",General farm workers,Unknown,1,2,8431
Ontario,Primary Agriculture,609968 Ontario Limited,"Wainfleet,  ON L0S 1V0",General farm workers,Unknown,1,4,8431
Ontario,Primary Agriculture,617885 Ontario Ltd. O/A Jem Farms,"Ruthven,  ON N0P 2G0",General farm workers,Unknown,1,9,8431
Ontario,Primary Agriculture,6412572 Canada Inc,"St. Catharines,  ON L2R 6P7",General farm workers,Unknown,2,5,8431
Ontario,Primary Agriculture,6745369 Canada Inc.,"Curran,  ON K0B 1C0",General farm workers,Unknown,3,5,8431
Ontario,Primary Agriculture,776536 Ont Ltd,"Colborne,  ON K0K 1S0",General farm workers,Unknown,2,7,8431
Ontario,Primary Agriculture,794803 Ontario Inc.,"Millgrove,  ON L8B 1S3","Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,2,8252
Ontario,Primary Agriculture,794803 Ontario Inc.,"Millgrove,  ON L8B 1S3",General farm workers,Unknown,1,28,8431
Ontario,Primary Agriculture,869792 Ontario Ltd,"Dresden,  ON N0P 1M0",General farm workers,Unknown,1,4,8431
Ontario,Primary Agriculture,959699 Ontario Inc.,"Wallaceburg,  ON N8A 4L3",General farm workers,Unknown,1,7,8431
Ontario,Primary Agriculture,A&A Family Farms Ltd.,"Elora,  ON N0B 1S0","Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,3,8252
Ontario,Primary Agriculture,A.Eichhorn & Sons Ltd,"Newmarket,  ON L3Y 4V9",General farm workers,Unknown,1,2,8431
Ontario,Primary Agriculture,Ackroyd'S Honey Inc.,"Tara,  ON N0H 2N0",General farm workers,Unknown,1,3,8431
Ontario,Primary Agriculture,Acorn Creek Garden Farm,"Carp,  ON K0A 1L0",General farm workers,Unknown,1,3,8431
Ontario,Primary Agriculture,Adam Stallaert Farms Ltd.,"Dover Centre,  ON N0P 1L0",General farm workers,Corporation,1,2,8431
Ontario,Primary Agriculture,Adwood Farms Ltd.,"Kerwood,  ON N0M 2B0",General farm workers,Unknown,1,1,8431
Ontario,Primary Agriculture,Agriculture Environmental Renewal Canada (Aerc) Inc.,"Ottawa,  ON K2K 2Y1",General farm workers,Unknown,1,2,8431
Ontario,Primary Agriculture,Albuna Express Ltd.,"Leamington,  ON N8H 3V5",General farm workers,Unknown,1,13,8431
Ontario,Primary Agriculture,Aldershot Greenhouses Limited,"Burlington,  ON L7T 2M7",Managers in horticulture,Unknown,1,1,0822
Ontario,Primary Agriculture,Aldershot Greenhouses Limited,"Burlington,  ON L7T 2M7",Nursery and greenhouse workers,Unknown,1,9,8432
Ontario,Primary Agriculture,Algoma Orchards Corp.,"Newcastle,  ON L1B 0T9",General farm workers,Unknown,11,167,8431
Ontario,Primary Agriculture,Allberry Farms Inc.,"Rr 1 Jordan,  ON L0R 1S0",General farm workers,Unknown,1,7,8431
Ontario,Primary Agriculture,Andrewes Farm Limited,"Beamsville,  ON L0R 1B3",General farm workers,Unknown,2,15,8431
Ontario,Primary Agriculture,Apple Investment & Marketing Services Corporation,"Caledon,  ON L7C 2Y8",General farm workers,Unknown,2,3,8431
Ontario,Primary Agriculture,Ark Farms Ltd.,"Simcoe,  ON N3Y 4J9",General farm workers,Unknown,1,18,8431
Ontario,Primary Agriculture,"Arterra Wines Canada, Inc.","Mississauga,  ON L5T 2V3","Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1,8252
Ontario,Primary Agriculture,Arvaspring Farms Ltd.,"Ilderton,  ON N0M 2A0","Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1,8252
Ontario,Primary Agriculture,Ausable Orchards Ltd.,"London,  ON N6P 1M6",General farm workers,Unknown,1,4,8431
Ontario,Primary Agriculture,Bachert Meats Inc.,"Walton,  ON N0K 1Z0",General farm workers,Unknown,1,6,8431
Ontario,Primary Agriculture,Barrie Hill Farms Limited,"Springwater,  ON L9X 1S8",General farm workers,Unknown,1,11,8431
Ontario,Primary Agriculture,Bay Ridge Orchards Limited,"Meaford,  ON N4L 1X6",General farm workers,Unknown,1,1,8431
Ontario,Primary Agriculture,Beanhaven Family Farm Ltd,"Embro,  ON N0J 1J0",General farm workers,Unknown,1,14,8431
Ontario,Primary Agriculture,Bercab Farms Inc.,"Tupperville,  ON N0P 2M0",General farm workers,Unknown,1,29,8431
Ontario,Primary Agriculture,Berkdale Farms Inc,"Drayton,  ON N0G 1P0",General farm workers,Unknown,1,5,8431
Ontario,Primary Agriculture,Berkel Greenhouses Inc.,"Simcoe,  ON N3Y 4K3",General farm workers,Unknown,1,2,8431
Ontario,Primary Agriculture,Bhs Greenhouses Ltd.,"Simcoe,  ON N3Y 4K3",General farm workers,Unknown,1,1,8431
Ontario,Primary Agriculture,Birch Lawn Farms Ltd.,"Atwood,  ON N0G 1B0",General farm workers,Unknown,1,10,8431
Ontario,Primary Agriculture,Black Top Ends Limited,"Scotland,  ON N0E 1R0",General farm workers,Unknown,1,15,8431
Ontario,Primary Agriculture,Blackwell Farms,"Caledonia,  ON N3W 1T6",Nursery and greenhouse workers,Unknown,2,6,8432
Ontario,Primary Agriculture,Bluesky Hydroponics Inc,"Wheatley,  ON N0P 2P0",General farm workers,Unknown,3,9,8431
Ontario,Primary Agriculture,Bmw Farms Inc.,"Delhi,  ON N4B 2W6",General farm workers,Unknown,1,27,8431
Ontario,Primary Agriculture,Boem Berry Farm,"Kingsville,  ON N9Y 2E4",General farm workers,Unknown,3,24,8431
Ontario,Primary Agriculture,Bollert Farms Ltd,"Simcoe,  ON N3Y 4K4",General farm workers,Unknown,1,2,8431
Ontario,Primary Agriculture,Boots Farms Inc.,"Scotland,  ON N0E 1R0",General farm workers,Unknown,1,30,8431
Ontario,Primary Agriculture,Bosch Family Farms Ltd,"Goderich,  ON N7A 3Y1",General farm workers,Corporation,1,1,8431
Ontario,Primary Agriculture,Bpe Development Inc.,"Kingston,  ON K7K 2N7",General farm workers,Unknown,1,2,8431
Ontario,Primary Agriculture,Brabantdale Farms Ltd,"Vars,  ON K0A 3H0",General farm workers,Unknown,1,3,8431
Ontario,Primary Agriculture,Brad And Linda Claes Farms Limited,"Delhi,  ON N4B 2W6",General farm workers,Unknown,1,3,8431
Ontario,Primary Agriculture,Brandy Creek Farms Ltd,"La Salette,  ON N0E 1H0",General farm workers,Unknown,1,6,8431
Ontario,Primary Agriculture,Brenn-B Farms Limited,"Waterdown,  ON L8B 1L8",General farm workers,Unknown,2,7,8431
